Es directora de la Unidad de demencias del hospital universitario Virgen de la Arrixaca de Murcia, miembro de la Sociedad Española de Neurología, investigadora principal en distintos ensayos en relación con las demencias… e impulsora de un proyecto novedoso.;demencias;neurología;ensayos;impulsora;novedoso;;;;;;;;;;;;;;
En este sentido, el déficit de vitamina D aumenta el riesgo de sufrir osteoporosis, puesto que se produce una disminución en la absorción de calcio intestinal que se puede ver compensada por la liberación de calcio del hueso.;deficit;riesgo;osteoporosis;absorción;calcio intestinal;calcio;intestinal;compensada;;;;;;;;;;;
El objetivo de la POP es promover la participación de los pacientes en las decisiones que afectan a su propia salud y defender sus derechos en todos los ámbitos, políticas y actuaciones que afectan a sus vidas.;POP;ambitos;actuaciones;;;;;;;;;;;;;;;;
El pasado mes de noviembre, las Cortes Generales aprobaron la modificación de la Ley Orgánica del Régimen Electoral General (LOREG), con el objetivo de reconocer el derecho al sufragio de todas las personas con discapacidad;sufragio;;;;;;;;;;;;;;;;;;
Entre ellos, se encuentran varias mesas de debate en las que se debatirán los cuatro pilares sobre los que se deben apoyar el bienestar de este colectivo: Salud, Participación, Seguridad y Aprendizaje a lo largo del ciclo vital.;mesas de debate;debate;pilares;bienestar;colectivo;ciclo vital;ciclo;vital;;;;;;;;;;;
El Consejo de Ministros de Sanidad europeo, presidido por la ministra finlandesa, Krista Kiuru, ha planteado debate sobre la política farmacéutica europea y cómo trabajar para fortalecer la cooperación y coordinación para mejorar el acceso a los medicamentos.;debate;politica farmacéutica;cooperación;coordinación;acceso;;;;;;;;;;;;;;
La danza, el teatro y el cine no han sido ajenos al encanto generado por la figura de Cleopatra;ajenos;generado;;;;;;;;;;;;;;;;;
El objetivo es actualizar su contenido, tanto desde el punto de vista del lenguaje, como de su estructura y contenido;actualizar;contenido;estructura;contenido;;;;;;;;;;;;;;;
Fue expulsado de Cuba tras pasar por las cárceles de Batista y montar una intrincada operación para sacar de sus rollos fotográficos de la isla y así rescatar un valioso documento informativo que sería publicado en la portada y páginas interiores de París Match.;intrincada;operación;rollos fotográficos;rescatar;valioso;Paris Match;;;;;;;;;;;;;
Accidente cerebrovascular;Accidente cerebrovascular;cerebrovascular;;;;;;;;;;;;;;;;;
Otros grupos en los que se recomienda la vacunación: personas que trabajan en servicios públicos esenciales y personas con exposición laboral directa a aves domésticas o a cerdos en granjas o explotaciones avícolas o porcinas y también a aves silvestres.;servicios públicos esenciales;esenciales;exposición laboral directa;exposición;laboral;directa;aves domesticas;domésticas;explotaciones avícolas;explotaciones;avícolas;porcinas;aves silvestres;silvestres;;;;;
Colocarse de frente, manteniendo contacto ocular, de ser posible, para favorecer la interacción y la ingesta de alimentos.;contacto ocular;ocular;favorecer;interacción;ingesta;;;;;;;;;;;;;;
Los servicios de residencia, manutención, tratamientos y formación son gratuitos.;manutención;;;;;;;;;;;;;;;;;;
En los últimos años, han aparecido nuevos fármacos que son capaces de reducir considerablemente el número y la severidad de las recaídas y que retrasan la evolución a largo plazo de la enfermedad de una forma mucho más efectiva, pero aun así, la esclerosis múltiple sigue siendo, tras los accidentes de tráfico, la segunda causa de discapacidad del adulto joven español y más del 50% de los pacientes tienen una discapacidad importante que le limita su calidad de vida tras varios años de evolución de la enfermedad;considerablemente;severidad;recaídas;evolución;largo plazo;plazo;efectiva;esclerosis múltiple;calidad de vida;evolución;;;;;;;;;
Sanidad aborda con administraciones sanitarias, profesionales, pacientes e industria nuevas medidas para garantizar el abastecimiento de medicamentos;aborda;abastecimiento;;;;;;;;;;;;;;;;;
Micropigmentación de la areola mamaria y el pezón tras cáncer de mama;Micropigmentación;areola mamaria;areola;mamaria;pezón;mama;;;;;;;;;;;;;
Si la producción de colágeno se reinicia, todos los beneficios que el mismo conlleva volverán a activarse, y se podrán apreciar incluso cuando llegamos a mayores.;colágeno;reiniciar;beneficios;activiarse;apreciar;;;;;;;;;;;;;;
Su diagnóstico de la situación tiene una de cal y otra de arena: Lo positivo, que las rapaces y las cigüeñas han aumentado en toda Europa sus poblaciones;diagnóstico;una de cal y otra de arena;rapaces;;;;;;;;;;;;;;;;
Cada semana se diagnostican 35 nuevos casos de esclerosis múltiple en España;diagnostican;esclerosis múltiple;;;;;;;;;;;;;;;;;
En los últimos años, la pirámide de población ha sufrido cambios significativos que han dado lugar a una población más longeva, siendo el grupo de personas con más de 60 años mucho mayor que en generaciones anteriores y representando el 13% de la población mundial con un crecimiento de un 3% al año;piramide de población;significativos;longeva;generaciones;;;;;;;;;;;;;;;
Durante la cita, que tendrá lugar tras la celebrada en Toledo, donde se congregó a unos 400 profesionales el pasado mes de junio, se pondrán sobre la mesa las experiencias de diferentes comunidades autónomas en esta materia y, además, se expondrá la mirada de los medios de comunicación sobre la dependencia, entre otros temas.;congregó;pondrán sobre la mesa;experiencias;materia;expondrá;dependencia;;;;;;;;;;;;;
Habitualmente las personas que sufren glaucoma y han empezado a tener una pérdida de visión, la primera que se verá afectada es la periférica;glaucoma;periférica;;;;;;;;;;;;;;;;;
Otras circunstancias que pueden contribuir a la deshidratación de las personas mayores, además de la disminución fisiológica en la sensación de sed, son el temor a beber a causa de problemas de incontinencia urinaria o dificultades en la capacidad de deglutir (disfagia);contribuir;deshidratación;disminución fisiológica;fisiológica;incontinencia urinaria;incontinencia;urinaria;deglutir;disfagia;;;;;;;;;;
El tejido glandular predomina sobre el tejido graso en una proporción aproximada de 90/10;tejido glandular;tejido;glandular;tejido graso;tejido;graso;proporción;;;;;;;;;;;;
Uno de sus objetivos es lograr la cohesión territorial;cohesión territorial;cohesión;territorial;;;;;;;;;;;;;;;;
La lesión medular traumática representa uno de los mayores problemas médicos y sociales, sin que existan terapias efectivas capaces de restablecer las secuelas neurológicas que origina;lesión medular traumática;medular;traumática;terapias;efectivas;restablecer;secuelas;neurológicas;;;;;;;;;;;
En su intervención, Gálvez ha destacado datos “que muestran la vulnerabilidad de estas personas en el ejercicio de sus derechos, el impacto de la enfermedad en el ámbito económico, social, laboral y educativo, y las dificultades que tienen, en algunos casos, para acceder a la atención sanitaria y social que necesitan”;intervención;vulnerabilidad;impacto;ámbito;;;;;;;;;;;;;;;
Durante el día de hoy se ha convocado también a los representantes de los otros dos grupos de trabajo que han participado en la elaboración del documento, bajo la coordinación de los especialistas en atención primaria Amando Martín Zurro y Andreu Segura Benedicto.;convocado;representantes;coordinación;atención primaria;;;;;;;;;;;;;;;
Como sociedad esta debacle es inevitable, pero individualmente podemos salvarnos: ese es el objetivo de este libro.;debacle;inevitable;;;;;;;;;;;;;;;;;
Que era mejor utilizar el dinero para aprender idiomas y viajar”, recuerda Conesa que también defiende que Meneses era un periodista multimedia, “utilizaba la cámara como un medio para contar las cosas, sin preocuparse por la estética, como si fuera un lápiz”;multimedia;estética;;;;;;;;;;;;;;;;;
Deseamos demostrar que somos capaces de compartir conocimientos y experiencia, tomando parte de actividades de carácter intergeneracional como modo de poder transmitir y evitar que se pierdan verdaderos caudales de un saber acumulado durante décadas de trabajo y práctica.;experiencia;intergeneracional;caudales;acumulado;;;;;;;;;;;;;;;
El Colegio Profesional de Fisioterapeutas de la Comunidad de Madrid es una organización que representa a más de 10.500 fisioterapeutas;;;;;;;;;;;;;;;;;;;
Ahora disponemos para ello de mejores tratamientos para esta población, que no debe quedar excluida de la innovación”, explica la Dra;excluida;innovación;;;;;;;;;;;;;;;;;
“Lo más gratificante de mi profesión ha sido conocer a personas muy interesantes”;gratificante;;;;;;;;;;;;;;;;;;
Práctica clínica, eficiencia y sostenibilidad;práctica clínica;eficiencia;sostenibilidad;;;;;;;;;;;;;;;;
Dosificaciones de insulina en la capa subcutánea de la piel es la mejor garantía de calidad, cuando se combina con agujas de corto tamaño, es la mejor técnica de inyección.;dosificaciones;insulina;capa subcutanea;subcutanea;garantía;combina;técnica de inyección;técnica;;;;;;;;;;;
La artrosis es una enfermedad asociada al proceso de envejecimiento de tal forma que, a partir de los 70 años, una de cada tres personas presenta artrosis en mayor o menor grado.;artrosis;grado;;;;;;;;;;;;;;;;;
En este sentido, se busca conseguir la mayor eficacia con la menor toxicidad y sin empeorar la calidad de vida de los enfermos.;eficacia;toxicidad;calidad de vida;;;;;;;;;;;;;;;;
Por estos motivos y con el fin de promover el envejecimiento activo y seguro, Stop Accidentes ha celebrado el XIV Foro contra la Violencia Vial para abrir el debate sobre la movilidad inclusiva de las personas mayores como peatones o conductores, porque envejecer es signo de vida.;envejecimiento activo;activo;debate;movilidad inclusiva;movilidad inclusiva;signo;;;;;;;;;;;;;
La Ministra ha destacado las “importantes contribuciones” de las instituciones públicas españolas a la comunidad científica internacional para conocen bien los mecanismos biológicos del Parkinson;contribuciones;instituciones públicas;instituciones;comunidad científica;comunidad;internacional;mecanismos;biológicos;;;;;;;;;;;
Carcedo ha recordado que la apuesta de España por la universalización está presente desde la misma creación del Sistema Nacional de Salud en la Ley General de Sanidad de 1986 y la creación del Sistema Nacional de Salud (SNS), con un modelo de provisión pública y financiado con cargo a los Presupuestos Generales del Estado;universalización;modelo;provisión pública;provisión;financiado;con cargo;;;;;;;;;;;;;
Sobre todo si existe negación, es decir, la madre niega que esto ocurra y el maltrato emocional es sutil y encubierto durante años”;maltrato emocional;emocional;sutil;encubierto;;;;;;;;;;;;;;;
Si el aislamiento se alarga los principales problemas son no ver a la familia, problemas de adaptación a la nueva vida, problemas psicológicos, depresión, agobio, estrés o decaimiento, problemas de salud por el retraso o aplazamiento en las consultas previstas y por supuesto, preocupación por la situación económica por falta de trabajo de sus hijos.;aislamiento;adaptación;decaimineto;;;;;;;;;;;;;;;;
Finalmente en estos momentos críticos desde la Organización Colegial de Enfermería de Castilla y León y como profesionales se quiere transmitir un agradecimiento a la población castellano y leonesa por su civismo, compromiso y solidaridad con la profesión.;críticos;civismo;compromiso;solidaridad;;;;;;;;;;;;;;;
Estapé asegura que en muchos casos depende de la edad del paciente, el ciclo vital personal y familiar, el tipo de cáncer, el pronóstico y las relaciones sociales y familiares;ciclo vital;ciclo;vital;pronóstico;;;;;;;;;;;;;;;
Fernández de la Mata, los avances más importantes que se están produciendo vienen de la mano del descubrimiento de nuevos fármacos “con un favorable perfil de eficacia y de tolerabilidad, demostrado con el seguimiento a largo plazo de los diversos ensayos clínicos disponibles, independientemente de la edad de los pacientes y con la ventaja de su administración oral, lo cual está permitiendo importantes mejoras en la calidad de vida del paciente mayor con LLC que precisa tratamiento de su enfermedad;favorable;perfil;eficacia;torelabilidad;seguimiento;largo plazo;plazo;diversos;ensayos clínicos;ensayos;administración oral;oral;calidad de vida;LLC;;;;;
Excesiva ingesta de alimentos muy energéticos y de azúcares simples.;ingesta;energéticos;;;;;;;;;;;;;;;;;
Utilizar tejidos naturales, algodón o lana que permiten una mejor transpiración.;tejidos naturales;transpiración;;;;;;;;;;;;;;;;;
Boqué, “el envejecimiento condiciona la posibilidad de tener determinadas fragilidades y circunstancias que impidan afrontar y superar un evento estresante como es un tratamiento para el cáncer hematológico”;condicionados;fragilidades;circunstancias;afrontar;evento estresante;evento;cancer hematológico;hematológico;;;;;;;;;;;
Debido a las consecuencias de la pandemia, las Jornadas «Todos contra el abuso y maltrato a las personas mayores», se han realizado online en seminarios de cinco sesiones desde el 25 al 29 de mayo;consecuencias;pandemia;online;seminarios;;;;;;;;;;;;;;;
“las personas con enfermedades crónicas que además de ser más vulnerables a la pandemia necesitan retomar su atención sanitaria”;enfermedades crónicas;crónicas;vulnerables;pandemia;;;;;;;;;;;;;;;
Aunque los datos ofrecidos por el INE incluyen estadísticas de muchos grupos de enfermedades, si solo tenemos en cuenta enfermedades concretas, una enfermedad neurológica, el ictus, es -tras la insuficiencia cardiaca y la neumonía-, la tercera enfermedad que más ingresos hospitalarios generó en el último año en España: 106.641 personas fueron ingresadas por este motivo;INE;estadisticas;concretas;enfermedad neurológica;neurológica;ictus;insuficiencia cardiaca;insuficiencia;cardiaca;neumonía;;;;;;;;;
Reforzar la atención al paciente de Alzhéimer y a su entorno, clave en tiempos de coronavirus;Reforzar;entorno;clave;;;;;;;;;;;;;;;;
"El programa cuenta con personalidades de reconocido prestigio dentro del sector, entre las cuales se encuentran Àngel Gil, asesor en cuestiones sociales de la discapacidad del Institut Guttmann; Manuel Martínez, director general del Imserso; Eva Aurín, directora de la Unidad de Innovación y Salud Digital del Hospital Vall d’Hebron; Javier Creus, fundador de Ideas for Change; Liliana Arroyo, investigadora del Instituto de Innovación Social de ESADE; Eduardo Díaz, director del Centro Español de Do";personalidades;prestigio;sector;asesor;;;;;;;;;;;;;;;
La Oficina de Atención a la Discapacidad (Oadis), dependiente del Ministerio de Sanidad, Consumo y Bienestar Social, ha constatado el cumplimiento desigual por parte de los diferentes municipios con más de 50.000 habitantes de la obligación legal de que al menos el 5 por 100 de la flotas de taxis sean accesibles para personas con movilidad reducida.;dependiente;constatado;cumplimiento desigual;desigual;obligación legal;flotas;movilidad reducida;;;;;;;;;;;;
Finalmente, Sara Guisado destaca la importancia de que los cuidadores aprendan también a gestionar su propio autocuidado para mantener su salud física y emocional;gestionar;autocuidado;emocional;;;;;;;;;;;;;;;;
Los traumas cerebrales (40.3745 personas en el último año) y la epilepsia (19.715 pacientes) son las entidades que, tras el ictus, ocupan el segundo y tercer lugar como principales causas de hospitalización neurológica;traumas cerebrales;traumas;epilepsia;entidades;ictus;hospitalización neurológica;neurológica;;;;;;;;;;;;
El recorrido por las salas del Palacio de Valverde se adentra en el siglo XVIII con los retratos que Francisco de Goya hizo de Jovellanos, en la que éste aparece en una postura inestable y no natural, algo inusual en el retrato español pero muy habitual en los italianos y británicos,  y el retrato de Carlos IV;retrato;postura inestable;inestable;inusual;;;;;;;;;;;;;;;
Durante el encuentro, Carmen Balfagón, se mostró cercana a los problemas de las personas que padecen enfermedad de Crohn y colitis ulcerosa;Enfermedad de Crohn;colitis ulcerosa;;;;;;;;;;;;;;;;;
Y en cuanto a inquietudes, tampoco soy original;inquietudes original;;;;;;;;;;;;;;;;;;
Además, al menos un 5% de los pacientes se automedica, habitualmente a diario, a pesar de que los fármacos hipnóticos tomados de forma habitual y sin control médico pueden tener muchos efectos secundarios, algunos realmente graves;automedica;farmacos hipnóticos;hipnóticos;habitual;efectos secundarios;;;;;;;;;;;;;;
De hecho, se estima que, en España, la eficacia de las vacunas trivalentes contra la gripe no ha sido la esperada en 5 de las últimas 10 temporadas, ya que el linaje predominante de la gripe B no coincidió con el contenido de la vacuna.;estima;eficacia;vacunas trivalentes;trivalentes;linaje;predominante;;;;;;;;;;;;;
De su experiencia, de cómo disfrutar en la naturaleza con los ojos cerrados y de las técnicas que hay que ejercitar para que el cerebro sea capaz de lograrlo hablará en Algeciras;experiencia;técnicas;;;;;;;;;;;;;;;;;
La conclusión del trabajo fue que de las 138 técnicas analizadas, 72 no tenían ningún soporte en el conocimiento científico con metodología lo suficientemente sólida (ensayos clínicos o revisiones sistemáticas) que sirviera para evaluar su seguridad, efectividad y eficacia, por lo que se clasificaron como pseudoterapias;coclusión;técnicas;analizadas;soporte;conocimiento científico;metodología;sólida;ensayos clínicos;revisiones sistematicas;sistemticas;evaluar;efectividad;eficacia;clasificaron ;pseudoterapias;;;;
El aguacate, motor del cambio de la tendencia gastronómica mundial;tendencia;gastronómica;;;;;;;;;;;;;;;;;
Nos preguntamos ¿Qué ocurriría si la familia y personas cercanas a aquél que ha perdido la vida en la carretera, un buen día descubren que un anónimo está depositando flores en el lugar del accidente;anónimo;;;;;;;;;;;;;;;;;;
Neil Romano se refirió a la importancia de que las normativas relativas a accesibilidad se cumplan y a la necesidad de que haya una continuidad entre las políticas que las promueven;relativas;accesibilidad;continuidad;politicas;promueven;;;;;;;;;;;;;;
Una manera de no ser misoneísta;misoneísta;;;;;;;;;;;;;;;;;;
Es posible hacer autoterapia, prescindir del psicólogo?;autoterapia;prescindir;;;;;;;;;;;;;;;;;
Experta y conocedora como muy pocos del problema palestino/israelí, la cuestión del equilibrio a la hora de emitir un juicio, o simplemente de informar, no parece una tarea fácil, sino más bien al contrario:;equilibrio;emitir un juicio;emitir;juicio;;;;;;;;;;;;;;;
Ya que la rutina de mirar mucho tiempo el mismo escenario puede impedir ver y comprender los cambios que en éste se producen: “Si las necesidades evolucionan, es preciso que las respuestas lo hagan también en la misma medida.;rutina;escenario;evolucionan;medida;;;;;;;;;;;;;;;
El libro se divide en diversos módulos que abordan todos y cada uno de los aspectos relacionados con la nutrición infantil, desde el embarazo, la lactancia materna, la alimentación del niño sano hasta el abordaje de la prevención y tratamiento de las enfermedades, así como la investigación en alimentación infantil;diversos;módulos;abordan;nutrición;lactancia materna;lactancia;materna;abordaje;prevención;;;;;;;;;;
El uso de agujas de 4mm de óptima calidad reduce el riesgo de complicaciones en personas de edades avanzadas con diabetes;óptima;calidad;reduce;riesgo;diabetes;;;;;;;;;;;;;;
Los huesos están formados por una malla densa de colágeno, la responsable de aportar flexibilidad para soportar los impactos, y además gracias al colágeno el calcio es absorbido por el hueso.;malla;densa;colágeno;flexibilidad;impactos;calcio;absorbido;;;;;;;;;;;;
Sin ella, la grasa se acumula en las arterias y provoca con el tiempo una insuficiencia cardíaca.;arterias;insificiencia cardíaca;insuficiencia;cardíaca;;;;;;;;;;;;;;;
Concluye que: La investigación realizada deja evidencias claras de la utilidad del concepto de fragilidad como predictor de vulnerabilidad en las personas mayores.;Cocluye;evidencias;concepto;fragilidad;predictor;vulnerabilidad;;;;;;;;;;;;;
En cuarto lugar, recoge medidas para fomentar la investigación, la innovación y el conocimiento.;medidas;fomentar;innovación;conocimiento;;;;;;;;;;;;;;;
No pienso jubilarme de esto, tengo el privilegio de poder seguir haciéndolo;privilegio;;;;;;;;;;;;;;;;;;
Aprender a controlar el estrés y mejorar el bienestar emocional son otras cuestiones a tener en cuenta para tener una buena salud cardiovascular;bienestar emocional;emocional;cuestiones;salud cardiovascular;cardiovascular;;;;;;;;;;;;;;
En España, un 11% de la población padece dolor crónico, es decir, más de 5 millones de personas en España  sufren dolor agudo durante más de 6 meses, de los cuales, casi la mitad, se debe a que padecen dolor neuropático;dolor crónico;crónico;dolor agudo;agudo;dolor neuropático;neuropático;;;;;;;;;;;;;
La tendencia actual muestra una disminución en el caso de los hombres frente a un aumento en las mujeres;tendencia actual;tendencia;actual;;;;;;;;;;;;;;;;
Licenciado en medicina en la Universidad del Rosario, (Bogotá), cuenta con la especialización de primer grado en Genética Clínica y el PhD en Genética Molecular;especialización;primer grado;grado;genética clinica;genética;clínica;genética molecular;molecular;;;;;;;;;;;
Por primera vez, y gracias al discurso de su comisario, se mostrará la indumentaria tradicional española alejada de la típica visión folklorista para mostrar el valor estético y el ingenio de los artesanos españoles que influyeron a grandes diseñadores del siglo XX, como Cristóbal Balenciaga, Christian Lacroix, John Galliano o Yves Saint-Laurent después, y cuyas técnicas adaptaron a sus creaciones.;discurso;comisario;indumentaria;tradicional;típica;visión;folklorista;valor;estético;ingenio;influyeron;técnicas;adaptaron;;;;;;
Carmen Antúnez es una mujer polifacética en el ámbito de la neurología;polifacética;ámbito;neurología;;;;;;;;;;;;;;;;
Muestra de ello, ha detallado, es la creación del Alto Comisionado para la Lucha contra la Pobreza Infantil;Alto Comisionado;Comisionado;;;;;;;;;;;;;;;;;
¿Se va a llevar a cabo, por fin, la eterna asignatura pendiente en España, de la aplicación de un modelo sociosanitario que integre los cuidados sanitarios y sociales?;eterna;asignatura;modelo sociosanitario;sociosanitario;integre;;;;;;;;;;;;;;
El invidente leonés César Puente Fuente presidió una mesa electoral en la ciudad de Alicante con la ayuda de una amiga que le facilita la identificación de cada votante, una labor en la que cree que, pese a su discapacidad, los ciegos también «deben participar»;invidente;;;;;;;;;;;;;;;;;;
UDP y Ceoma ante la situación de la pandemia del COVID19 se dirigen al Defensor del Pueblo para defender los derechos las personas mayores;UDP;Ceoma;Defensor del Pueblo;;;;;;;;;;;;;;;;
El objeto de este trabajo es la valoración sociodemográfica del envejecimiento, así como el estado actual de las jubilaciones y las pensiones, las perspectivas futuras de las mismas y la percepción que la población en general tiene de esta situación;valoración;sociodemográfica;perspectivas;percepción;;;;;;;;;;;;;;;
Sus objetivos son la salvaguardia de los principios deontológicos y ético-sociales de la fisioterapia, la defensa y la promoción de la salud y el bienestar de los ciudadanos de la Comunidad de Madrid, en colaboración con los poderes públicos, así como la promoción a nivel científico, cultural, económico y social de los colegiados.;salvaguardia;principios deontológicos;deontológicos;etico-sociales;promoción;poderes públicos;promoción;colegiados;;;;;;;;;;;
El riesgo de desnutrición asociado a la disfagia orofaringea en pacientes con coronavirus;desnutrición;disfagea orofaringea;disfagea;orofaringea;;;;;;;;;;;;;;;
Por ejemplo, el canto de los carboneros y el de los herrerillos se parecen mucho;carboneros;herrerillos;;;;;;;;;;;;;;;;;
Recuerda alguna anécdota divertida que hayas vivido recientemente, escríbela y posteriormente cuéntala a diferentes grupos de personas con tus manos debajo de la mesa y tu atención completamente focalizada en los sentimientos de los demás sin usar gran parte de tu lenguaje corporal.;anécdota;focalizada;lenguaje corporal;corporal;;;;;;;;;;;;;;;
Y eso los dota de una mayor armonía;dota;armonía;;;;;;;;;;;;;;;;;
Una vez superado el examen, la Escuela les remitirá un diploma acreditativo de acuerdo a su reglamento de régimen interno.;remitirá;acreditativo;regimen interno;regimen;interno;;;;;;;;;;;;;;
La compra anticipada de entradas puede efectuarse por internet (www.museodelprado.es) o por teléfono (902 10 70 77), con reserva de fecha y hora de acceso en ambos casos.;anticipada;acceso;;;;;;;;;;;;;;;;;
Jarnall Chudge afirmó que la aplicación sonido 3D, consiste en un mapa de sonidos en 3D y funciona marcando puntos de interés, por ejemplo en la zona de aparcamientos y autobuses van a tener las personas la información en voz alta, la idea del lugar en que estamos y además tener cartografía mental.;aplicación;mapa de sonidos;cartografía mental;cartografía;mental;;;;;;;;;;;;;;
Evolución es el lema elegido para este año y será: “nuestro leitmotiv durante todo este año que iniciaremos con el Día Mundial del Alzhéimer”, dijo Cheles Cantabrana, durante la presentación  del mismo, con el que  se busca la reflexión y promover la conciencia de que “los tiempos cambian” y, con ellos, todo lo relacionado con las demencias en general y con el Alzheimer en particular, así como con las consecuencias que genera en las personas y la sociedad;Evolución;lema;leitmotiv;reflexión;conciencia;demencias;consecuencias;;;;;;;;;;;;
Adicionalmente, se ha observado que cerca del 24% de los pacientes de mayor edad dependían de una nutrición por sonda hasta tres semanas después de la extubación.;adicionalmente;nutrición por sonda;sonda;extubación;;;;;;;;;;;;;;;
Con motivo del Día Mundial del Corazón, se presenta un recetario muy especial para celebrar los diez años de esta iniciativa conjunta de la Fundación Española del Corazón y Nueces de California: 50 recetas que recogen las mejores y más sanas recetas de los chefs participantes junto con un menú diseñado por el servicio de cardiología del Parc Sanitari Sant Joan de Déu;recetario;iniciativa;cardiología;;;;;;;;;;;;;;;;
"Dejar una aguja conectada a la pluma de insulina puede permitir el paso o la fuga de aire y, si la insulina se mezcla previamente puede alterarse; esto repetidas veces puede atascar la aguja: todo ello dar lugar a dosis incorrectas de insulina (10).";pluma de insulina;pluma;insulina;previamente;aalterarse;dosis;;;;;;;;;;;;;
Dentro de las fases de trabajo en el desarrollo del proyecto, baste añadir que: Los ayuntamientos interesados en adherirse a la Red se comprometen a promover la participación de las personas mayores durante todo el proceso que dure la consecución y puesta en marcha de dicha Red de ciudades amigables.;fases;proyecto;adherirse;comprometen;proceso;consecución;;;;;;;;;;;;;
En este sentido, Izitari ha manifestado que es fundamental favorecer que las personas que quieren permanecer en los domicilios puedan hacerlo ya que esto iría ligado al modelo de atención centrado en la persona, ya que serían ellos los decisores;fundamental;modelo;centrado;decisores;;;;;;;;;;;;;;;
El ministro de Sanidad, Salvador Illa, ha anunciado esta tarde las medidas relativas a la aplicación de la fase 1 del Plan para la transición hacia una nueva normalidad, así como los territorios en los que se aplicarán;relativas;aplicación;fase;transición;;;;;;;;;;;;;;;
