En 1981 cubrió la invasión de Israel sobre el Líbano, “como enviada en Beirut durante el mes de junio y agosto del 82, la etapa más cruenta del conflicto, cuyos bombardeos destruyeron prácticamente la ciudad”;cubrió;enviada;cruenta;prácticamente;;;;;;;;;;;;;;
Si, por el contrario, esos años están condicionados por una disminución de su capacidad física y mental y por un entorno no “amigable” a su situación de fragilidad, las consecuencias de esa longevidad no serán tan halagüeñas para la persona, ni tan beneficiosas para la sociedad.;por el contrario;condicionados;disminución;física;entorno;amigable;fragibilidad;longevidad;halagüeñas;beneficiosas;;;;;;;;
¡Esto es una indecencia¡ Somos 500 millones de europeos;indecencia;500 millones;;;;;;;;;;;;;;;;
Hay ausencia de información y formación y queremos seguir profundizando en ello”.;ausencia;profundizando;;;;;;;;;;;;;;;;
Es así que esta situación de envejecimiento demográfico ligado a fragilidad y discapacidad afecta y afectará al bienestar social y a la sostenibilidad de los sistemas de salud en los Estados Miembro.;demográfico;fragilidad;bienestar social;bienestar;sostenibilidad;estados miembro;;;;;;;;;;;;
Es directora de la Unidad de demencias del hospital universitario Virgen de la Arrixaca de Murcia, miembro de la Sociedad Española de Neurología, investigadora principal en distintos ensayos en relación con las demencias… e impulsora de un proyecto novedoso.;unidad de demencias;demencias;neurología;investigadora principal;ensayos;impulsora;;;;;;;;;;;;
En este sentido, el déficit de vitamina D aumenta el riesgo de sufrir osteoporosis, puesto que se produce una disminución en la absorción de calcio intestinal que se puede ver compensada por la liberación de calcio del hueso.;déficit;riesgo;osteoporosis;disminución;absorción;calcio intestinal;calcio;compensada;;;;;;;;;;
El objetivo de la POP es promover la participación de los pacientes en las decisiones que afectan a su propia salud y defender sus derechos en todos los ámbitos, políticas y actuaciones que afectan a sus vidas.;POP;promover;ámbitos;actuaciones;;;;;;;;;;;;;;
El pasado mes de noviembre, las Cortes Generales aprobaron la modificación de la Ley Orgánica del Régimen Electoral General (LOREG), con el objetivo de reconocer el derecho al sufragio de todas las personas con discapacidad;Cortes Generales;Cortes;modificación;Régimen Electoral;LOREG;sufragio;;;;;;;;;;;;
Entre ellos, se encuentran varias mesas de debate en las que se debatirán los cuatro pilares sobre los que se deben apoyar el bienestar de este colectivo: Salud, Participación, Seguridad y Aprendizaje a lo largo del ciclo vital.;pilares;bienestar;colectivo;ciclo vital;ciclo;;;;;;;;;;;;;
El Consejo de Ministros de Sanidad europeo, presidido por la ministra finlandesa, Krista Kiuru, ha planteado debate sobre la política farmacéutica europea y cómo trabajar para fortalecer la cooperación y coordinación para mejorar el acceso a los medicamentos.;consejo de ministros;consejo;planteado;cooperación;coordinación;acceso;;;;;;;;;;;;
La danza, el teatro y el cine no han sido ajenos al encanto generado por la figura de Cleopatra;ajunos;generado;figura;;;;;;;;;;;;;;;
El objetivo es actualizar su contenido, tanto desde el punto de vista del lenguaje, como de su estructura y contenido;punto de vista;estructura;actualizar;;;;;;;;;;;;;;;
Fue expulsado de Cuba tras pasar por las cárceles de Batista y montar una intrincada operación para sacar de sus rollos fotográficos de la isla y así rescatar un valioso documento informativo que sería publicado en la portada y páginas interiores de París Match.;intrincada;rollos fotográficos;páginas interiores;;;;;;;;;;;;;;;
Accidente cerebrovascular;accidente cerebrovascular;cerebrovascular;;;;;;;;;;;;;;;;
Otros grupos en los que se recomienda la vacunación: personas que trabajan en servicios públicos esenciales y personas con exposición laboral directa a aves domésticas o a cerdos en granjas o explotaciones avícolas o porcinas y también a aves silvestres.;esenciales;exposición laboral directa;exposición;aves;domésticas;aves domésticas;avícolas;explotación;porcina;silvestres;;;;;;;;
Colocarse de frente, manteniendo contacto ocular, de ser posible, para favorecer la interacción y la ingesta de alimentos.;contacto ocular;ocular;interacción;ingesta;;;;;;;;;;;;;;
Los servicios de residencia, manutención, tratamientos y formación son gratuitos.;manutención;;;;;;;;;;;;;;;;;
En los últimos años, han aparecido nuevos fármacos que son capaces de reducir considerablemente el número y la severidad de las recaídas y que retrasan la evolución a largo plazo de la enfermedad de una forma mucho más efectiva, pero aun así, la esclerosis múltiple sigue siendo, tras los accidentes de tráfico, la segunda causa de discapacidad del adulto joven español y más del 50% de los pacientes tienen una discapacidad importante que le limita su calidad de vida tras varios años de evolución de la enfermedad;fármacos;considerablemente;sveridad;recaídas;efectiva;esclerosis múltiple;esclerosis;50%;calidad de vida;evolución;;;;;;;;
Sanidad aborda con administraciones sanitarias, profesionales, pacientes e industria nuevas medidas para garantizar el abastecimiento de medicamentos;administraciones;garantizar;abastecimiento;;;;;;;;;;;;;;;
Micropigmentación de la areola mamaria y el pezón tras cáncer de mama;micropigmentación;areola mamaria;areola;mamaria;pezón;mama;;;;;;;;;;;;
Si la producción de colágeno se reinicia, todos los beneficios que el mismo conlleva volverán a activarse, y se podrán apreciar incluso cuando llegamos a mayores.;colágeno;beneficios;activarse;conlleva;apreciar;;;;;;;;;;;;;
Su diagnóstico de la situación tiene una de cal y otra de arena: Lo positivo, que las rapaces y las cigüeñas han aumentado en toda Europa sus poblaciones;diagnóstico;rapaces;una de cal y una de arena;;;;;;;;;;;;;;;
Cada semana se diagnostican 35 nuevos casos de esclerosis múltiple en España;esclerosis múltiple;esclerosis;;;;;;;;;;;;;;;;
En los últimos años, la pirámide de población ha sufrido cambios significativos que han dado lugar a una población más longeva, siendo el grupo de personas con más de 60 años mucho mayor que en generaciones anteriores y representando el 13% de la población mundial con un crecimiento de un 3% al año;longeva;generaciones;13%;3%;pirámide de población;significativos;;;;;;;;;;;;
Durante la cita, que tendrá lugar tras la celebrada en Toledo, donde se congregó a unos 400 profesionales el pasado mes de junio, se pondrán sobre la mesa las experiencias de diferentes comunidades autónomas en esta materia y, además, se expondrá la mirada de los medios de comunicación sobre la dependencia, entre otros temas.;se congregó;materia;;;;;;;;;;;;;;;;
Habitualmente las personas que sufren glaucoma y han empezado a tener una pérdida de visión, la primera que se verá afectada es la periférica;habitualmente;glaucoma;periférica;;;;;;;;;;;;;;;
Otras circunstancias que pueden contribuir a la deshidratación de las personas mayores, además de la disminución fisiológica en la sensación de sed, son el temor a beber a causa de problemas de incontinencia urinaria o dificultades en la capacidad de deglutir (disfagia);deshidratación;disminución;fisiológica;incontinencia urinaria;urinaria;deglutir;disfagia;;;;;;;;;;;
El tejido glandular predomina sobre el tejido graso en una proporción aproximada de 90/10;glandular;tejido glandular;tejido graso;30-oct;proporción;;;;;;;;;;;;;
Uno de sus objetivos es lograr la cohesión territorial;cohesión;;;;;;;;;;;;;;;;;
La lesión medular traumática representa uno de los mayores problemas médicos y sociales, sin que existan terapias efectivas capaces de restablecer las secuelas neurológicas que origina;lesión medular;medular;traumática;terapias;efectivas;restablecer;secuelas;neurológicas;;;;;;;;;;
En su intervención, Gálvez ha destacado datos “que muestran la vulnerabilidad de estas personas en el ejercicio de sus derechos, el impacto de la enfermedad en el ámbito económico, social, laboral y educativo, y las dificultades que tienen, en algunos casos, para acceder a la atención sanitaria y social que necesitan”;intervención;vulnerabilidad;impacto;ámbito;acceder;;;;;;;;;;;;;
Durante el día de hoy se ha convocado también a los representantes de los otros dos grupos de trabajo que han participado en la elaboración del documento, bajo la coordinación de los especialistas en atención primaria Amando Martín Zurro y Andreu Segura Benedicto.;convocado;coordinación;atención primaria;primaria;;;;;;;;;;;;;;
Como sociedad esta debacle es inevitable, pero individualmente podemos salvarnos: ese es el objetivo de este libro.;debacle;individualmente;;;;;;;;;;;;;;;;
Que era mejor utilizar el dinero para aprender idiomas y viajar”, recuerda Conesa que también defiende que Meneses era un periodista multimedia, “utilizaba la cámara como un medio para contar las cosas, sin preocuparse por la estética, como si fuera un lápiz”;multimedia;estética;;;;;;;;;;;;;;;;
Deseamos demostrar que somos capaces de compartir conocimientos y experiencia, tomando parte de actividades de carácter intergeneracional como modo de poder transmitir y evitar que se pierdan verdaderos caudales de un saber acumulado durante décadas de trabajo y práctica.;intergeneracional;transmitir;caudales;;;;;;;;;;;;;;;
El Colegio Profesional de Fisioterapeutas de la Comunidad de Madrid es una organización que representa a más de 10.500 fisioterapeutas;colegio profesional;fisioterapeutas;10.500;;;;;;;;;;;;;;;
Ahora disponemos para ello de mejores tratamientos para esta población, que no debe quedar excluida de la innovación”, explica la Dra;tratamientos;innovación;;;;;;;;;;;;;;;;
“Lo más gratificante de mi profesión ha sido conocer a personas muy interesantes”;gratificante;;;;;;;;;;;;;;;;;
Práctica clínica, eficiencia y sostenibilidad;práctica clínica;eficiencia;sostenibilidad;;;;;;;;;;;;;;;
Dosificaciones de insulina en la capa subcutánea de la piel es la mejor garantía de calidad, cuando se combina con agujas de corto tamaño, es la mejor técnica de inyección.;dosificaciones;insulina;subcutánea;;;;;;;;;;;;;;;
La artrosis es una enfermedad asociada al proceso de envejecimiento de tal forma que, a partir de los 70 años, una de cada tres personas presenta artrosis en mayor o menor grado.;artrosis;grado;;;;;;;;;;;;;;;;
En este sentido, se busca conseguir la mayor eficacia con la menor toxicidad y sin empeorar la calidad de vida de los enfermos.;eficacia;toxicidad;calidad de vida;;;;;;;;;;;;;;;
Por estos motivos y con el fin de promover el envejecimiento activo y seguro, Stop Accidentes ha celebrado el XIV Foro contra la Violencia Vial para abrir el debate sobre la movilidad inclusiva de las personas mayores como peatones o conductores, porque envejecer es signo de vida.;promover;envejecimiento activo;foro;XIV;vial;movilidad;inclusiva;peatones;;;;;;;;;;
La Ministra ha destacado las “importantes contribuciones” de las instituciones públicas españolas a la comunidad científica internacional para conocen bien los mecanismos biológicos del Parkinson;contribuciones;instituciones públicas;instituciones;comunidad científica;biológicos;parkinson;;;;;;;;;;;;
Carcedo ha recordado que la apuesta de España por la universalización está presente desde la misma creación del Sistema Nacional de Salud en la Ley General de Sanidad de 1986 y la creación del Sistema Nacional de Salud (SNS), con un modelo de provisión pública y financiado con cargo a los Presupuestos Generales del Estado;universalización;SNS;sistema nacional de salud;provisión;presupuestos;presupuestos generales del Estado;;;;;;;;;;;;
Sobre todo si existe negación, es decir, la madre niega que esto ocurra y el maltrato emocional es sutil y encubierto durante años”;negación;sutil;encubierto;;;;;;;;;;;;;;;
Si el aislamiento se alarga los principales problemas son no ver a la familia, problemas de adaptación a la nueva vida, problemas psicológicos, depresión, agobio, estrés o decaimiento, problemas de salud por el retraso o aplazamiento en las consultas previstas y por supuesto, preocupación por la situación económica por falta de trabajo de sus hijos.;aislamiento;psicológicos;depresión;decaimiento;aplazamiento;previstas;;;;;;;;;;;;
Finalmente en estos momentos críticos desde la Organización Colegial de Enfermería de Castilla y León y como profesionales se quiere transmitir un agradecimiento a la población castellano y leonesa por su civismo, compromiso y solidaridad con la profesión.;organización colegial;críticos;transmitir;civismo;compromiso;solidaridad;;;;;;;;;;;;
Estapé asegura que en muchos casos depende de la edad del paciente, el ciclo vital personal y familiar, el tipo de cáncer, el pronóstico y las relaciones sociales y familiares;ciclo vital;pronóstico;;;;;;;;;;;;;;;;
Fernández de la Mata, los avances más importantes que se están produciendo vienen de la mano del descubrimiento de nuevos fármacos “con un favorable perfil de eficacia y de tolerabilidad, demostrado con el seguimiento a largo plazo de los diversos ensayos clínicos disponibles, independientemente de la edad de los pacientes y con la ventaja de su administración oral, lo cual está permitiendo importantes mejoras en la calidad de vida del paciente mayor con LLC que precisa tratamiento de su enfermedad;fármacos;eficiacia;tolerabilidad;ensayos clínicos;independientemente;administración;oral;calidad de vida;LLC;precisa;tratamiento;;;;;;;
Excesiva ingesta de alimentos muy energéticos y de azúcares simples.;ingesta;azúcares simples;;;;;;;;;;;;;;;;
Utilizar tejidos naturales, algodón o lana que permiten una mejor transpiración.;transpiración;;;;;;;;;;;;;;;;;
Boqué, “el envejecimiento condiciona la posibilidad de tener determinadas fragilidades y circunstancias que impidan afrontar y superar un evento estresante como es un tratamiento para el cáncer hematológico”;fragilidades;evento;tratamiento;hematológico;;;;;;;;;;;;;;
Debido a las consecuencias de la pandemia, las Jornadas «Todos contra el abuso y maltrato a las personas mayores», se han realizado online en seminarios de cinco sesiones desde el 25 al 29 de mayo;pandemia;jornadas;abuso;online;;;;;;;;;;;;;;
“las personas con enfermedades crónicas que además de ser más vulnerables a la pandemia necesitan retomar su atención sanitaria”;crónicas;enfermedades crónicas;vulnerables;pandemia;retomar;;;;;;;;;;;;;
Aunque los datos ofrecidos por el INE incluyen estadísticas de muchos grupos de enfermedades, si solo tenemos en cuenta enfermedades concretas, una enfermedad neurológica, el ictus, es -tras la insuficiencia cardiaca y la neumonía-, la tercera enfermedad que más ingresos hospitalarios generó en el último año en España: 106.641 personas fueron ingresadas por este motivo;INE;estadísticas;neurológica;ictus;insuficiencia cardíaca;neumonía;106.641;cardíaca;;;;;;;;;;
Reforzar la atención al paciente de Alzhéimer y a su entorno, clave en tiempos de coronavirus;alzheimer;entorno;coronavirus;;;;;;;;;;;;;;;
"El programa cuenta con personalidades de reconocido prestigio dentro del sector, entre las cuales se encuentran Àngel Gil, asesor en cuestiones sociales de la discapacidad del Institut Guttmann; Manuel Martínez, director general del Imserso; Eva Aurín, directora de la Unidad de Innovación y Salud Digital del Hospital Vall d’Hebron; Javier Creus, fundador de Ideas for Change; Liliana Arroyo, investigadora del Instituto de Innovación Social de ESADE; Eduardo Díaz, director del Centro Español de Do";prestigio;imserso;innovación;salud digital;ideas for change;ESADE;innovación social;;;;;;;;;;;
La Oficina de Atención a la Discapacidad (Oadis), dependiente del Ministerio de Sanidad, Consumo y Bienestar Social, ha constatado el cumplimiento desigual por parte de los diferentes municipios con más de 50.000 habitantes de la obligación legal de que al menos el 5 por 100 de la flotas de taxis sean accesibles para personas con movilidad reducida.;oadis;bienestar social;constatado;50.000;5 por 100;flotas;;;;;;;;;;;;
Finalmente, Sara Guisado destaca la importancia de que los cuidadores aprendan también a gestionar su propio autocuidado para mantener su salud física y emocional;finalmente;gestionar;autocuidado;;;;;;;;;;;;;;;
Los traumas cerebrales (40.3745 personas en el último año) y la epilepsia (19.715 pacientes) son las entidades que, tras el ictus, ocupan el segundo y tercer lugar como principales causas de hospitalización neurológica;traumas;40.375;epilepsia;19.715;ictus;neurológica;;;;;;;;;;;;
El recorrido por las salas del Palacio de Valverde se adentra en el siglo XVIII con los retratos que Francisco de Goya hizo de Jovellanos, en la que éste aparece en una postura inestable y no natural, algo inusual en el retrato español pero muy habitual en los italianos y británicos,  y el retrato de Carlos IV;XVIII;inestable;inusual;IV;;;;;;;;;;;;;;
Durante el encuentro, Carmen Balfagón, se mostró cercana a los problemas de las personas que padecen enfermedad de Crohn y colitis ulcerosa;se mostró;padecen;enfermedad de Crohn;colitis ulcerosa;colitis;ulcerosa;Crohn;;;;;;;;;;;
Y en cuanto a inquietudes, tampoco soy original;inquietudes;original;;;;;;;;;;;;;;;;
Además, al menos un 5% de los pacientes se automedica, habitualmente a diario, a pesar de que los fármacos hipnóticos tomados de forma habitual y sin control médico pueden tener muchos efectos secundarios, algunos realmente graves;5%;automedica;habitualmente;hipnóticos;realmente;;;;;;;;;;;;;
De hecho, se estima que, en España, la eficacia de las vacunas trivalentes contra la gripe no ha sido la esperada en 5 de las últimas 10 temporadas, ya que el linaje predominante de la gripe B no coincidió con el contenido de la vacuna.;eficacia;trivalentes;linaje;;;;;;;;;;;;;;;
De su experiencia, de cómo disfrutar en la naturaleza con los ojos cerrados y de las técnicas que hay que ejercitar para que el cerebro sea capaz de lograrlo hablará en Algeciras;ejercitar;;;;;;;;;;;;;;;;;
La conclusión del trabajo fue que de las 138 técnicas analizadas, 72 no tenían ningún soporte en el conocimiento científico con metodología lo suficientemente sólida (ensayos clínicos o revisiones sistemáticas) que sirviera para evaluar su seguridad, efectividad y eficacia, por lo que se clasificaron como pseudoterapias;138;72;soporte;metodología;sólida;ensayos clínicos;sistemáticas;evaluar;efectividad;eficacia;pseudoterapias;;;;;;;
El aguacate, motor del cambio de la tendencia gastronómica mundial;aguacate;gastronómica;;;;;;;;;;;;;;;;
Nos preguntamos ¿Qué ocurriría si la familia y personas cercanas a aquél que ha perdido la vida en la carretera, un buen día descubren que un anónimo está depositando flores en el lugar del accidente;anónimo;depositando;;;;;;;;;;;;;;;;
Neil Romano se refirió a la importancia de que las normativas relativas a accesibilidad se cumplan y a la necesidad de que haya una continuidad entre las políticas que las promueven;normativas;promueven;;;;;;;;;;;;;;;;
Una manera de no ser misoneísta;misoneísta;;;;;;;;;;;;;;;;;
Es posible hacer autoterapia, prescindir del psicólogo?;autoterapia;prescindir;;;;;;;;;;;;;;;;
Experta y conocedora como muy pocos del problema palestino/israelí, la cuestión del equilibrio a la hora de emitir un juicio, o simplemente de informar, no parece una tarea fácil, sino más bien al contrario:;palestino;emitir;simplmente;;;;;;;;;;;;;;;
Ya que la rutina de mirar mucho tiempo el mismo escenario puede impedir ver y comprender los cambios que en éste se producen: “Si las necesidades evolucionan, es preciso que las respuestas lo hagan también en la misma medida.;rutina;medida;;;;;;;;;;;;;;;;
El libro se divide en diversos módulos que abordan todos y cada uno de los aspectos relacionados con la nutrición infantil, desde el embarazo, la lactancia materna, la alimentación del niño sano hasta el abordaje de la prevención y tratamiento de las enfermedades, así como la investigación en alimentación infantil;nutrición;lactancia;abordaje;prevención;tratamiento;;;;;;;;;;;;;
El uso de agujas de 4mm de óptima calidad reduce el riesgo de complicaciones en personas de edades avanzadas con diabetes;mm;óptima;riesgo;diabetes;;;;;;;;;;;;;;
Los huesos están formados por una malla densa de colágeno, la responsable de aportar flexibilidad para soportar los impactos, y además gracias al colágeno el calcio es absorbido por el hueso.;colágeno;calcio;;;;;;;;;;;;;;;;
Sin ella, la grasa se acumula en las arterias y provoca con el tiempo una insuficiencia cardíaca.;arterias;insuficiencia cardíaca;cardíaca;;;;;;;;;;;;;;;
Concluye que: La investigación realizada deja evidencias claras de la utilidad del concepto de fragilidad como predictor de vulnerabilidad en las personas mayores.;evidencias;fragilidad;predictor;vulnerabilidad;;;;;;;;;;;;;;
En cuarto lugar, recoge medidas para fomentar la investigación, la innovación y el conocimiento.;innovación;;;;;;;;;;;;;;;;;
No pienso jubilarme de esto, tengo el privilegio de poder seguir haciéndolo;privilegio;;;;;;;;;;;;;;;;;
Aprender a controlar el estrés y mejorar el bienestar emocional son otras cuestiones a tener en cuenta para tener una buena salud cardiovascular;bienestar;cardiovascular;;;;;;;;;;;;;;;;
En España, un 11% de la población padece dolor crónico, es decir, más de 5 millones de personas en España  sufren dolor agudo durante más de 6 meses, de los cuales, casi la mitad, se debe a que padecen dolor neuropático;11%;padece;crónico;agudo;dolor agudo;neuropático;;;;;;;;;;;;
La tendencia actual muestra una disminución en el caso de los hombres frente a un aumento en las mujeres;tendencia;disminución;;;;;;;;;;;;;;;;
Licenciado en medicina en la Universidad del Rosario, (Bogotá), cuenta con la especialización de primer grado en Genética Clínica y el PhD en Genética Molecular;licenciado;primer grado;genética clínica;genética;molecular;genética molecular;phd;;;;;;;;;;;
Por primera vez, y gracias al discurso de su comisario, se mostrará la indumentaria tradicional española alejada de la típica visión folklorista para mostrar el valor estético y el ingenio de los artesanos españoles que influyeron a grandes diseñadores del siglo XX, como Cristóbal Balenciaga, Christian Lacroix, John Galliano o Yves Saint-Laurent después, y cuyas técnicas adaptaron a sus creaciones.;indumentaria;floklorista;estético;ingenio;XX;;;;;;;;;;;;;
Carmen Antúnez es una mujer polifacética en el ámbito de la neurología;polifacética;neurología;ámbito;;;;;;;;;;;;;;;
Muestra de ello, ha detallado, es la creación del Alto Comisionado para la Lucha contra la Pobreza Infantil;comisionado;alto comisionado;;;;;;;;;;;;;;;;
¿Se va a llevar a cabo, por fin, la eterna asignatura pendiente en España, de la aplicación de un modelo sociosanitario que integre los cuidados sanitarios y sociales?;asignatura;sociosanitario;integre;;;;;;;;;;;;;;;
El invidente leonés César Puente Fuente presidió una mesa electoral en la ciudad de Alicante con la ayuda de una amiga que le facilita la identificación de cada votante, una labor en la que cree que, pese a su discapacidad, los ciegos también «deben participar»;invidente;pese a;;;;;;;;;;;;;;;;
UDP y Ceoma ante la situación de la pandemia del COVID19 se dirigen al Defensor del Pueblo para defender los derechos las personas mayores;UDP;Ceoma;;;;;;;;;;;;;;;;
El objeto de este trabajo es la valoración sociodemográfica del envejecimiento, así como el estado actual de las jubilaciones y las pensiones, las perspectivas futuras de las mismas y la percepción que la población en general tiene de esta situación;sociodemográfica;perspectivas;percepción;;;;;;;;;;;;;;;
Sus objetivos son la salvaguardia de los principios deontológicos y ético-sociales de la fisioterapia, la defensa y la promoción de la salud y el bienestar de los ciudadanos de la Comunidad de Madrid, en colaboración con los poderes públicos, así como la promoción a nivel científico, cultural, económico y social de los colegiados.;salvaguardia;principios;deontológicos;ético-sociales;fisioterapia;promoción;bienestar;poders públicos;colegiados;;;;;;;;;
El riesgo de desnutrición asociado a la disfagia orofaringea en pacientes con coronavirus;riesgo;desnutrición;disfagia;orofaringea;;;;;;;;;;;;;;
Por ejemplo, el canto de los carboneros y el de los herrerillos se parecen mucho;carboneros;herrerillos;;;;;;;;;;;;;;;;
Recuerda alguna anécdota divertida que hayas vivido recientemente, escríbela y posteriormente cuéntala a diferentes grupos de personas con tus manos debajo de la mesa y tu atención completamente focalizada en los sentimientos de los demás sin usar gran parte de tu lenguaje corporal.;anécdota;completamente;focalizada;lenguaje corporal;;;;;;;;;;;;;;
Y eso los dota de una mayor armonía;armonía;;;;;;;;;;;;;;;;;
Una vez superado el examen, la Escuela les remitirá un diploma acreditativo de acuerdo a su reglamento de régimen interno.;acreditativo;reglamento;régimen;régimen interno;;;;;;;;;;;;;;
La compra anticipada de entradas puede efectuarse por internet (www.museodelprado.es) o por teléfono (902 10 70 77), con reserva de fecha y hora de acceso en ambos casos.;efectuarse;;;;;;;;;;;;;;;;;
Jarnall Chudge afirmó que la aplicación sonido 3D, consiste en un mapa de sonidos en 3D y funciona marcando puntos de interés, por ejemplo en la zona de aparcamientos y autobuses van a tener las personas la información en voz alta, la idea del lugar en que estamos y además tener cartografía mental.;3D;mapa de sonidos;cartografía;cartografía mental;;;;;;;;;;;;;;
Evolución es el lema elegido para este año y será: “nuestro leitmotiv durante todo este año que iniciaremos con el Día Mundial del Alzhéimer”, dijo Cheles Cantabrana, durante la presentación  del mismo, con el que  se busca la reflexión y promover la conciencia de que “los tiempos cambian” y, con ellos, todo lo relacionado con las demencias en general y con el Alzheimer en particular, así como con las consecuencias que genera en las personas y la sociedad;leitmotiv;alzheimer;reflexión;promover;conciencia;demencias;genera;;;;;;;;;;;
Adicionalmente, se ha observado que cerca del 24% de los pacientes de mayor edad dependían de una nutrición por sonda hasta tres semanas después de la extubación.;adicionalmente;24%;nutrición;sonda;extubación;;;;;;;;;;;;;
Con motivo del Día Mundial del Corazón, se presenta un recetario muy especial para celebrar los diez años de esta iniciativa conjunta de la Fundación Española del Corazón y Nueces de California: 50 recetas que recogen las mejores y más sanas recetas de los chefs participantes junto con un menú diseñado por el servicio de cardiología del Parc Sanitari Sant Joan de Déu;iniciativa;cardiología;;;;;;;;;;;;;;;;
"Dejar una aguja conectada a la pluma de insulina puede permitir el paso o la fuga de aire y, si la insulina se mezcla previamente puede alterarse; esto repetidas veces puede atascar la aguja: todo ello dar lugar a dosis incorrectas de insulina (10).";pluma;insulina;previamente;alterarse;;;;;;;;;;;;;;
Dentro de las fases de trabajo en el desarrollo del proyecto, baste añadir que: Los ayuntamientos interesados en adherirse a la Red se comprometen a promover la participación de las personas mayores durante todo el proceso que dure la consecución y puesta en marcha de dicha Red de ciudades amigables.;adherirse;consecución;ciudades amigables;;;;;;;;;;;;;;;
En este sentido, Izitari ha manifestado que es fundamental favorecer que las personas que quieren permanecer en los domicilios puedan hacerlo ya que esto iría ligado al modelo de atención centrado en la persona, ya que serían ellos los decisores;ligado;;;;;;;;;;;;;;;;;
El ministro de Sanidad, Salvador Illa, ha anunciado esta tarde las medidas relativas a la aplicación de la fase 1 del Plan para la transición hacia una nueva normalidad, así como los territorios en los que se aplicarán;relativas;aplicación;transición;nueva normalidad;territorios;aplicarán;;;;;;;;;;;;
El libro fue publicado por Planeta, en 2000, y al poco tiempo el Consejo de Europa declaraba la obra como libro de obligada lectura para conocer la cultura del olivar en toda la cuenca mediterránea;consejo de europa;olivar;cuenca;;;;;;;;;;;;;;;
Ya desde sus inicios y en la actualidad bajo la supervisión de su actual Directora Hyo Bun Kim, la compañía Daejon Metropolitan Dance Theater ha sabido promover siempre la más alta calidad en sus funciones, ofreciendo tanto la gracia y la sutileza de la esencia tradicional coreana como el aspecto más dinámico en absolutamente todos los elementos posibles, pero incluyendo de igual manera aires internacionales que potencian así el elemento innovador;supervisión;promover;sutileza;esencia;dinámico;absolutamente;potencian;innovador;;;;;;;;;;
Las vacunas tetravalentes deben contener en su composición, además de las anteriores, una cepa análoga a B/Phuket/3073/2013 (linaje B/Yamagata/16/88).;tetravalentes;cepa;análoga ;B/Phuket/3073/2013;linaje;linaje B/Yamagata/16/88;;;;;;;;;;;;
